open,high,low,close,volume,vwap,timestamp,transactions,otc
194.65,196.94,194.14,196.89,53085712.0,195.9035,2024-06-07 04:00:00,505958,
196.9,197.3,192.15,193.12,97262077.0,194.4151,2024-06-10 04:00:00,1115274,
193.65,207.16,193.63,207.15,172116296.0,203.2083,2024-06-11 04:00:00,1601776,
207.37,220.2,206.9,213.07,198109293.0,215.2622,2024-06-12 04:00:00,1861009,
214.74,216.75,211.6,214.24,97750229.0,214.0158,2024-06-13 04:00:00,1032968,
213.85,215.17,211.3,212.49,70108898.0,212.7595,2024-06-14 04:00:00,793743,
213.37,218.95,212.72,216.67,93689100.0,216.4099,2024-06-17 04:00:00,1034961,
217.59,218.63,213.0,214.29,79943254.0,214.7342,2024-06-18 04:00:00,919960,
213.93,214.24,208.85,209.68,86095783.0,210.6223,2024-06-20 04:00:00,1005360,
210.39,211.89,207.11,207.49,246421353.0,208.4264,2024-06-21 04:00:00,881938,
207.72,212.7,206.59,208.14,80721906.0,209.3296,2024-06-24 04:00:00,916151,
209.15,211.38,208.61,209.07,56280868.0,209.6841,2024-06-25 04:00:00,621193,
211.5,214.86,210.64,213.25,66213186.0,213.1448,2024-06-26 04:00:00,769103,
214.69,215.7395,212.35,214.1,49772707.0,213.9138,2024-06-27 04:00:00,644397,
215.77,216.07,210.3,210.62,82538718.0,212.5585,2024-06-28 04:00:00,729911,
212.09,217.51,211.92,216.75,60402929.0,215.5066,2024-07-01 04:00:00,784845,
216.15,220.38,215.1,220.27,58046178.0,219.2005,2024-07-02 04:00:00,689998,
220.0,221.55,219.03,221.55,37269801.0,220.6593,2024-07-03 04:00:00,566783,
221.65,226.45,221.65,226.34,59517108.0,224.9718,2024-07-05 04:00:00,767413,
227.09,227.85,223.25,227.82,59085861.0,226.3635,2024-07-08 04:00:00,790096,
227.93,229.4,226.3721,228.68,48013382.0,228.2164,2024-07-09 04:00:00,651066,
229.3,233.08,229.25,232.98,62627687.0,231.6614,2024-07-10 04:00:00,782526,
231.39,232.39,225.77,227.57,64456867.0,228.4586,2024-07-11 04:00:00,889306,
228.92,232.64,228.68,230.54,53046527.0,230.9577,2024-07-12 04:00:00,706283,
236.48,237.23,233.09,234.4,62623152.0,234.9027,2024-07-15 04:00:00,822674,
235.0,236.27,232.33,234.82,41184278.0,234.3335,2024-07-16 04:00:00,623962,
229.45,231.4599,226.64,228.88,57345884.0,228.8407,2024-07-17 04:00:00,811104,
230.28,230.44,222.27,224.18,66034585.0,225.1554,2024-07-18 04:00:00,844626,
224.82,226.8,223.275,224.31,49151453.0,224.7259,2024-07-19 04:00:00,612830,
227.01,227.78,223.09,223.96,48201835.0,224.9473,2024-07-22 04:00:00,704897,
224.365,226.94,222.68,225.01,39960260.0,225.0215,2024-07-23 04:00:00,551688,
224.0,224.8,217.13,218.54,61777576.0,219.0689,2024-07-24 04:00:00,816144,
218.93,220.85,214.62,217.49,51391199.0,218.1084,2024-07-25 04:00:00,737642,
218.7,219.49,216.01,217.96,41599345.0,217.9018,2024-07-26 04:00:00,608588,
